,addedTime,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,bodyPart,bodyPart_head,bodyPart_left-foot,bodyPart_other,bodyPart_right-foot,draw.block.x,draw.block.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,draw.start.x,draw.start.y,event.awayTeam.name,event.awayTeam.slug,event.homeTeam.name,event.homeTeam.slug,event.id,event.slug,event.winnerCode,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,goalMouthLocation,goalType,homeTeam_False,homeTeam_True,id,incidentType,isHome,opponent,outcome_block,outcome_goal,outcome_miss,outcome_post,outcome_save,player.firstName,player.id,player.lastName,player.name,player.position,player.shortName,player.slug,player.userCount,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,reversedPeriodTime,reversedPeriodTimeSeconds,shotType,shot_sit_assisted,shot_sit_corner,shot_sit_fast-break,shot_sit_free-kick,shot_sit_penalty,shot_sit_regular,shot_sit_set-piece,shot_sit_throw-in-set-piece,situation,team,time,timeSeconds,xG_pred,xg,xgot
10,,15.7,36.8,0.0,right-foot,0.0,0,,1,36.8,15.7,51.7,0,51.7,81.0,28.7,25.6,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,48.3,19.0,low-centre,,1,0,2137448,shot,False,Arsenal,1,0,0,,0,,800417,,Ola Aina,M,O. Aina,ola-aina,990,25.6,28.7,0,21,1246,block,1,0.0,0.0,,,0.0,0.0,,assisted,Nottingham Forest,70,4154,,0.019589605,
11,,7.5,62.1,0.0,left-foot,0.0,1,,0,62.1,7.5,50.6,0,50.6,81.0,73.8,15.1,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,49.4,19.0,low-centre,,0,1,2137449,shot,True,Nottingham Forest,1,0,0,,0,,547410,,Martin Ødegaard,M,M. Ødegaard,martin-odegaard,27116,15.1,73.8,0,22,1268,block,1,0.0,0.0,,,0.0,0.0,,assisted,Arsenal,69,4132,,0.028286032,
12,,1.4,49.5,0.0,right-foot,0.0,0,,1,49.5,1.4,47.1,0,47.1,99.4,34.9,24.9,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,52.9,0.6,low-left,,0,1,2137407,shot,True,Nottingham Forest,0,0,0,,1,,804434,,Takehiro Tomiyasu,D,T. Tomiyasu,tomiyasu-takehiro,5801,24.9,34.9,0,40,2359,save,1,0.0,0.0,,,0.0,0.0,,assisted,Arsenal,51,3041,,0.027833886,0.1585
13,,1.8,49.5,0.0,right-foot,0.0,0,,1,49.5,1.8,46.7,0,46.7,84.8,36.9,28.2,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,53.3,15.2,low-left,,0,1,2137358,shot,True,Nottingham Forest,0,0,0,,1,,856714,,Declan Rice,M,D. Rice,declan-rice,9829,28.2,36.9,0,2,98,save,1,0.0,0.0,,,0.0,0.0,,assisted,Arsenal,44,2602,,0.020250872,0.1363
14,,,,,right-foot,0.0,0,,1,,,57.8,0,57.8,72.2,65.8,8.4,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,42.2,27.8,close-right,,0,1,2137349,shot,True,Nottingham Forest,0,0,1,,0,,858194,,Edward Nketiah,F,E. Nketiah,edward-nketiah,6907,8.4,65.8,0,8,432,miss,0,0.0,0.0,,,1.0,0.0,,regular,Arsenal,38,2268,,0.042015262,
15,,,,,left-foot,0.0,1,,0,,,45.5,0,45.5,75.9,62.5,20.6,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,54.5,24.1,high-left,regular,0,1,2137339,shot,True,Nottingham Forest,0,1,0,,0,,934235,,Bukayo Saka,F,B. Saka,bukayo-saka,38508,20.6,62.5,0,14,789,goal,1,0.0,0.0,,,0.0,0.0,,assisted,Arsenal,32,1911,,0.037961606,0.5987
16,,,,,right-foot,0.0,0,,1,,,49.7,0,49.7,94.3,43.1,11.9,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,50.3,5.7,low-centre,regular,0,1,2137321,shot,True,Nottingham Forest,0,1,0,,0,,858194,,Edward Nketiah,F,E. Nketiah,edward-nketiah,6907,11.9,43.1,0,20,1177,goal,0,1.0,0.0,,,0.0,0.0,,corner,Arsenal,26,1523,,0.10553319,0.0241
17,,10.5,67.2,0.0,right-foot,0.0,0,,1,67.2,10.5,50.4,0,50.4,81.0,69.3,11.8,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,49.6,19.0,low-centre,,0,1,2137314,shot,True,Nottingham Forest,1,0,0,,0,,934235,,Bukayo Saka,F,B. Saka,bukayo-saka,38508,11.8,69.3,0,21,1234,block,1,0.0,0.0,,,0.0,0.0,,assisted,Arsenal,25,1466,,0.022119295,
18,,18.8,45.3,0.0,left-foot,0.0,1,,0,45.3,18.8,46.4,0,46.4,81.0,45.2,20.6,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,53.6,19.0,low-left,,0,1,2137313,shot,True,Nottingham Forest,1,0,0,,0,,836705,,Kai Havertz,F,K. Havertz,kai-havertz,38704,20.6,45.2,0,22,1277,block,1,0.0,0.0,,,0.0,0.0,,assisted,Arsenal,24,1423,,0.031504299,
19,,,,,right-foot,0.0,0,,1,,,59.0,0,59.0,56.9,60.8,16.1,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,41.0,43.1,close-high-right,,1,0,2137273,shot,False,Arsenal,0,0,1,,0,,1085180,,Brennan Johnson,F,B. Johnson,brennan-johnson,2561,16.1,60.8,0,35,2063,miss,1,0.0,0.0,,,0.0,0.0,,assisted,Nottingham Forest,11,637,,0.27775681,
20,,,,,head,1.0,0,,0,,,31.3,0,31.3,34.7,40.2,5.0,Nottingham Forest,nottingham-forest,Arsenal,arsenal,11352251,arsenal-nottingham-forest,1,0,68.7,65.3,high-left,,0,1,2137270,shot,True,Nottingham Forest,0,0,1,,0,,858194,,Edward Nketiah,F,E. Nketiah,edward-nketiah,6907,5.0,40.2,0,36,2137,miss,1,0.0,0.0,,,0.0,0.0,,assisted,Arsenal,10,563,,0.059651382,
21,5.0,,,,right-foot,0.0,0,,1,,,51.6,0,51.6,96.8,53.8,3.3,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,48.4,3.2,low-centre,regular,0,1,2139012,shot,True,Luton Town,0,1,0,0.0,0,,999231,,Evan Ferguson,F,E. Ferguson,evan-ferguson,3970,3.3,53.8,0,1,611,goal,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,90,5689,,0.826915562,0.884
22,3.0,,,,head,1.0,0,,0,,,49.7,0,49.7,31.9,50.9,7.7,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,50.3,68.1,high,,1,0,2138977,shot,False,Brighton & Hove Albion,0,0,1,0.0,0,,358222,,Carlton Morris,F,C. Morris,carlton-morris,751,7.7,50.9,0,1,758,miss,0,1.0,0.0,,0.0,0.0,0.0,,corner,Luton Town,90,5542,,0.144237906,
23,2.0,0.9,50.2,0.0,right-foot,0.0,0,,1,50.2,0.9,49.2,0,49.2,70.3,49.1,14.2,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,50.8,29.7,high-centre,,1,0,2138964,shot,False,Brighton & Hove Albion,0,0,0,0.0,1,,858911,,Jacob Brown,M,J. Brown,jacob-brown,159,14.2,49.1,0,1,793,save,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Luton Town,90,5507,,0.11164818,0.0947
24,,1.0,46.9,0.0,right-foot,0.0,0,,1,46.9,1.0,46.8,0,46.8,96.8,40.4,6.4,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,53.2,3.2,low-left,,0,1,2138924,shot,True,Luton Town,0,0,0,0.0,1,,48480,,Pascal Groß,M,P. Groß,pascal-gross,2191,6.4,40.4,0,2,80,save,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,89,5320,,0.350552946,0.5969
25,,1.5,47.1,0.0,left-foot,0.0,1,,0,47.1,1.5,46.8,0,46.8,91.1,41.0,8.1,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,53.2,8.9,low-left,,0,1,2138872,shot,True,Luton Town,0,0,0,0.0,1,,975079,,João Pedro,F,J. Pedro,joao-pedro,3903,8.1,41.0,0,4,206,save,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,87,5194,,0.154535607,0.1939
26,,,,,right-foot,0.0,0,,1,,,55.1,0,55.1,90.5,37.5,16.5,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,44.9,9.5,right,,0,1,2138877,shot,True,Luton Town,0,0,0,1.0,0,,999231,,Evan Ferguson,F,E. Ferguson,evan-ferguson,3970,16.5,37.5,0,5,260,post,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,86,5140,,0.048642192,
27,,,,,right-foot,0.0,0,,1,,,53.2,0,53.2,87.3,58.1,4.4,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,46.8,12.7,low-right,regular,0,1,2138832,shot,True,Luton Town,0,1,0,0.0,0,,1110842,,Simon Adingra,F,S. Adingra,simon-adingra,1439,4.4,58.1,0,6,352,goal,0,0.0,0.0,,0.0,1.0,0.0,,regular,Brighton & Hove Albion,85,5048,,0.253059745,0.7705
28,,0.6,47.7,0.0,left-foot,0.0,1,,0,47.7,0.6,48.3,0,48.3,74.1,32.3,8.7,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,51.7,25.9,high-centre,,0,1,2138839,shot,True,Luton Town,0,0,0,0.0,1,,805465,,Pervis Estupiñán,D,P. Estupiñán,pervis-estupinan,4372,8.7,32.3,0,6,358,save,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,85,5042,,0.05782387,0.1211
29,,2.0,51.6,0.0,right-foot,0.0,0,,1,51.6,2.0,48.7,0,48.7,93.0,68.4,22.2,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,51.3,7.0,low-centre,,0,1,2138816,shot,True,Luton Town,0,0,0,0.0,1,,907668,,Billy Gilmour,M,B. Gilmour,gilmour-billy,3495,22.2,68.4,0,7,393,save,0,0.0,0.0,,0.0,1.0,0.0,,regular,Brighton & Hove Albion,84,5007,,0.011500036,0.0493
30,,,,,right-foot,0.0,0,,1,,,46.9,0,46.9,97.5,50.0,11.5,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,53.1,2.5,low-left,penalty,1,0,2138758,shot,False,Brighton & Hove Albion,0,1,0,0.0,0,,358222,,Carlton Morris,F,C. Morris,carlton-morris,751,11.5,50.0,0,10,594,goal,0,0.0,0.0,,1.0,0.0,0.0,,penalty,Luton Town,81,4806,,0.7884,0.9887
31,,,,,right-foot,0.0,0,,1,,,54.1,0,54.1,82.9,50.0,11.5,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,45.9,17.1,low-right,penalty,0,1,2138617,shot,True,Luton Town,0,1,0,0.0,0,,975079,,João Pedro,F,J. Pedro,joao-pedro,3903,11.5,50.0,0,20,1181,goal,0,0.0,0.0,,1.0,0.0,0.0,,penalty,Brighton & Hove Albion,71,4219,,0.7884,0.9933
32,,1.6,48.4,0.0,left-foot,0.0,1,,0,48.4,1.6,50.2,0,50.2,84.2,40.0,11.7,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,49.8,15.8,low-centre,,0,1,2138506,shot,True,Luton Town,0,0,0,0.0,1,,301288,,Solly March,M,S. March,solly-march,2228,11.7,40.0,0,28,1634,save,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,63,3766,,0.062590078,0.0242
33,,,,,right-foot,0.0,0,,1,,,44.8,0,44.8,98.1,19.9,12.8,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,55.2,1.9,left,,0,1,2138339,shot,True,Luton Town,0,0,0,1.0,0,,48480,,Pascal Groß,M,P. Groß,pascal-gross,2191,12.8,19.9,0,39,2300,post,0,0.0,0.0,,0.0,0.0,1.0,,set-piece,Brighton & Hove Albion,52,3100,,0.009412248,
34,,12.0,41.5,0.0,right-foot,0.0,0,,1,41.5,12.0,48.8,0,48.8,81.0,40.8,13.2,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,51.2,19.0,low-centre,,0,1,2138271,shot,True,Luton Town,1,0,0,0.0,0,,975079,,João Pedro,F,J. Pedro,joao-pedro,3903,13.2,40.8,0,43,2568,block,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,48,2832,,0.059967645,
35,,1.9,49.8,0.0,head,1.0,0,,0,49.8,1.9,46.1,0,46.1,86.1,48.0,14.4,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,53.9,13.9,low-left,,0,1,2138262,shot,True,Luton Town,0,0,0,0.0,1,,962012,,Jan Paul van Hecke,D,J. P. van Hecke,jan-paul-van-hecke,513,14.4,48.0,0,44,2622,save,0,1.0,0.0,,0.0,0.0,0.0,,corner,Brighton & Hove Albion,47,2778,,0.01586036,0.2187
36,1.0,,,,head,1.0,0,,0,,,59.2,0,59.2,91.7,45.1,7.4,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,40.8,8.3,close-right,,1,0,2138115,shot,False,Brighton & Hove Albion,0,0,1,0.0,0,,358222,,Carlton Morris,F,C. Morris,carlton-morris,751,7.4,45.1,0,1,2683,miss,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Luton Town,45,2717,,0.079697967,
37,,8.8,50.0,0.0,right-foot,0.0,0,,1,50.0,8.8,48.8,0,48.8,81.0,52.2,25.1,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,51.2,19.0,low-centre,,0,1,2138066,shot,True,Luton Town,1,0,0,0.0,0,,341589,,Mahmoud Dahoud,M,M. Dahoud,mahmoud-dahoud,1785,25.1,52.2,0,4,213,block,0,0.0,0.0,,0.0,1.0,0.0,,regular,Brighton & Hove Albion,42,2487,,0.020000128,
38,,8.9,47.7,0.0,right-foot,0.0,0,,1,47.7,8.9,49.3,0,49.3,81.0,47.4,10.3,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,50.7,19.0,low-centre,,0,1,2138055,shot,True,Luton Town,1,0,0,0.0,0,,33902,,Danny Welbeck,F,D. Welbeck,danny-welbeck,1921,10.3,47.4,0,4,216,block,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,42,2484,,0.102182157,
39,,3.3,47.1,0.0,left-foot,0.0,1,,0,47.1,3.3,51.2,0,51.2,91.1,31.0,26.6,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,48.8,8.9,low-centre,,0,1,2138015,shot,True,Luton Town,0,0,0,0.0,1,,805465,,Pervis Estupiñán,D,P. Estupiñán,pervis-estupinan,4372,26.6,31.0,0,6,308,save,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,40,2392,,0.01045448,0.036
40,,,,,right-foot,0.0,0,,1,,,55.2,0,55.2,99.4,49.5,13.7,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,44.8,0.6,right,,0,1,2137985,shot,True,Luton Town,0,0,0,1.0,0,,33902,,Danny Welbeck,F,D. Welbeck,danny-welbeck,1921,13.7,49.5,0,7,419,post,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,39,2281,,0.170868874,
41,,,,,left-foot,0.0,1,,0,,,41.7,0,41.7,30.6,58.3,24.2,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,58.3,69.4,high-left,,1,0,2137982,shot,False,Brighton & Hove Albion,0,0,1,0.0,0,,1006189,,Issa Kaboré,D,I. Kaboré,issa-kabore,2390,24.2,58.3,0,8,466,miss,0,1.0,0.0,,0.0,0.0,0.0,,corner,Luton Town,38,2234,,0.020681374,
42,,0.7,48.2,0.0,head,1.0,0,,0,48.2,0.7,49.5,0,49.5,96.2,42.7,8.8,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,50.5,3.8,low-centre,,1,0,2137971,shot,False,Brighton & Hove Albion,0,0,0,0.0,1,,358222,,Carlton Morris,F,C. Morris,carlton-morris,751,8.8,42.7,0,9,494,save,0,1.0,0.0,,0.0,0.0,0.0,,corner,Luton Town,37,2206,,0.043029349,0.0293
43,,,,,head,1.0,0,,0,,,46.3,0,46.3,79.1,53.0,6.1,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,53.7,20.9,high-left,regular,0,1,2137959,shot,True,Luton Town,0,1,0,0.0,0,,301288,,Solly March,M,S. March,solly-march,2228,6.1,53.0,0,10,593,goal,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,36,2107,,0.333049446,0.8647
44,,12.5,53.4,0.0,left-foot,0.0,1,,0,53.4,12.5,48.2,0,48.2,81.0,58.3,24.2,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,51.8,19.0,low-left,,1,0,2137930,shot,False,Brighton & Hove Albion,1,0,0,0.0,0,,556904,,Marvelous Nakamba,M,M. Nakamba,marvelous-nakamba,1026,24.2,58.3,0,12,664,block,0,0.0,0.0,,0.0,1.0,0.0,,regular,Luton Town,34,2036,,0.013420228,
45,,,,,right-foot,0.0,0,,1,,,40.5,0,40.5,58.3,26.8,15.2,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,59.5,41.7,high-left,,0,1,2137911,shot,True,Luton Town,0,0,1,0.0,0,,936849,,Kaoru Mitoma,M,K. Mitoma,mitoma-kaoru,12133,15.2,26.8,0,13,737,miss,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,33,1963,,0.018412739,
46,,10.9,33.0,0.0,left-foot,0.0,1,,0,33.0,10.9,47.7,0,47.7,81.0,31.2,12.2,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,52.3,19.0,low-left,,1,0,2137856,shot,False,Brighton & Hove Albion,1,0,0,0.0,0,,387116,,Pelly Ruddock Mpanzu,M,P. R. Mpanzu,pelly-ruddock-mpanzu,320,12.2,31.2,0,17,1016,block,0,0.0,1.0,,0.0,0.0,0.0,,fast-break,Luton Town,29,1684,,0.025809027,
47,,,,,right-foot,0.0,0,,1,,,60.7,0,60.7,11.1,37.3,25.1,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,39.3,88.9,high-right,,0,1,2137824,shot,True,Luton Town,0,0,1,0.0,0,,341589,,Mahmoud Dahoud,M,M. Dahoud,mahmoud-dahoud,1785,25.1,37.3,0,20,1183,miss,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,26,1517,,0.019491507,
48,,,,,head,1.0,0,,0,,,40.2,0,40.2,86.1,45.2,4.1,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,59.8,13.9,left,,1,0,2137784,shot,False,Brighton & Hove Albion,0,0,1,0.0,0,,387116,,Pelly Ruddock Mpanzu,M,P. R. Mpanzu,pelly-ruddock-mpanzu,320,4.1,45.2,0,23,1347,miss,0,0.0,1.0,,0.0,0.0,0.0,,fast-break,Luton Town,23,1353,,0.25120613,
49,,1.9,54.9,0.0,right-foot,0.0,0,,1,54.9,1.9,48.0,0,48.0,93.7,71.9,12.0,Luton Town,luton-town,Brighton & Hove Albion,brighton-and-hove-albion,11352252,luton-town-brighton-and-hove-albion,1,0,52.0,6.3,low-left,,0,1,2137744,shot,True,Luton Town,0,0,0,0.0,1,,33902,,Danny Welbeck,F,D. Welbeck,danny-welbeck,1921,12.0,71.9,0,26,1522,save,1,0.0,0.0,,0.0,0.0,0.0,,assisted,Brighton & Hove Albion,20,1178,,0.036657162,0.1184
