,event.attendance,event.awayScore.current,event.awayScore.display,event.awayScore.normaltime,event.awayScore.period1,event.awayScore.period2,event.awayTeam.country.alpha2,event.awayTeam.country.name,event.awayTeam.foundationDateTimestamp,event.awayTeam.fullName,event.awayTeam.id,event.awayTeam.manager.country.alpha2,event.awayTeam.manager.country.name,event.awayTeam.manager.id,event.awayTeam.manager.name,event.awayTeam.manager.slug,event.awayTeam.name,event.awayTeam.nameCode,event.awayTeam.shortName,event.awayTeam.slug,event.awayTeam.subTeams,event.awayTeam.teamColors.primary,event.awayTeam.teamColors.secondary,event.awayTeam.teamColors.text,event.awayTeam.type,event.awayTeam.userCount,event.awayTeam.venue.city.name,event.awayTeam.venue.country.alpha2,event.awayTeam.venue.country.name,event.awayTeam.venue.id,event.awayTeam.venue.stadium.capacity,event.awayTeam.venue.stadium.name,event.changes.changeTimestamp,event.changes.changes,event.crowdsourcingDataDisplayEnabled,event.currentPeriodStartTimestamp,event.customId,event.defaultPeriodCount,event.defaultPeriodLength,event.detailId,event.fanRatingEvent,event.finalResultOnly,event.hasEventPlayerHeatMap,event.hasEventPlayerStatistics,event.hasGlobalHighlights,event.hasXg,event.homeScore.current,event.homeScore.display,event.homeScore.normaltime,event.homeScore.period1,event.homeScore.period2,event.homeTeam.country.alpha2,event.homeTeam.country.name,event.homeTeam.disabled,event.homeTeam.foundationDateTimestamp,event.homeTeam.fullName,event.homeTeam.id,event.homeTeam.manager.country.alpha2,event.homeTeam.manager.country.name,event.homeTeam.manager.id,event.homeTeam.manager.name,event.homeTeam.manager.slug,event.homeTeam.name,event.homeTeam.nameCode,event.homeTeam.national,event.homeTeam.shortName,event.homeTeam.slug,event.homeTeam.subTeams,event.homeTeam.teamColors.primary,event.homeTeam.teamColors.secondary,event.homeTeam.teamColors.text,event.homeTeam.type,event.homeTeam.userCount,event.homeTeam.venue.city.name,event.homeTeam.venue.country.alpha2,event.homeTeam.venue.country.name,event.homeTeam.venue.id,event.homeTeam.venue.stadium.capacity,event.homeTeam.venue.stadium.name,event.id,event.referee.country.alpha2,event.referee.country.name,event.referee.games,event.referee.id,event.referee.name,event.referee.redCards,event.referee.slug,event.referee.yellowCards,event.referee.yellowRedCards,event.roundInfo.round,event.season.id,event.season.name,event.season.year,event.slug,event.startTimestamp,event.status.code,event.status.description,event.status.type,event.time.currentPeriodStartTimestamp,event.time.injuryTime1,event.time.injuryTime2,event.tournament.uniqueTournament.hasEventPlayerStatistics,event.venue.city.name,event.venue.id,event.venue.stadium.capacity,event.venue.stadium.name,event.winnerCode
10,,,,,,,EN,England,-2897769600.0,Manchester United,35,NL,Netherlands,53013.0,Erik ten Hag,erik-ten-hag,Manchester United,MUN,Man Utd,manchester-united,[],#ff0000,#373737,#373737,0,1212008,Manchester,EN,England,9.0,74879.0,Old Trafford,0,,False,,KsT,2,45,,False,False,,,False,,,,,,,EN,England,False,-2841091200.0,Fulham,43,PT,Portugal,205808.0,Marco Silva,marco-silva,Fulham,FUL,False,Fulham,fulham,[],#ffffff,#000000,#000000,0,113407,London,EN,England,611.0,25700.0,Craven Cottage,11352307,,,,,,,,,,11,52186,Premier League 23/24,23/24,fulham-manchester-united,1699110000,0,Not started,notstarted,,,,True,London,611.0,25700.0,Craven Cottage,0
11,,,,,,,EN,England,-2455056000.0,Liverpool,44,DE,Germany,52829.0,Jürgen Klopp,jurgen-klopp,Liverpool,LIV,Liverpool,liverpool,[],#cc0000,#ffffff,#ffffff,0,1088376,Liverpool,EN,England,579.0,53394.0,Anfield,0,,False,,Uskb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2240524800.0,Bournemouth,60,ES,Spain,790205.0,Andoni Iraola,andoni-iraola,Bournemouth,BOU,False,Bournemouth,bournemouth,[],#000000,#cc0000,#cc0000,0,67619,Bournemouth,EN,England,2990.0,11700.0,Vitality Stadium,11352308,,,,,,,,,,21,52186,Premier League 23/24,23/24,bournemouth-liverpool,1705158000,0,Not started,notstarted,,,,True,Bournemouth,2990.0,11700.0,Vitality Stadium,0
12,17066.0,2.0,2.0,2.0,2.0,0.0,EN,England,-2755641600.0,Tottenham Hotspur,33,AU,Australia,134027.0,Ange Postecoglou,ange-postecoglou,Tottenham Hotspur,TOT,Tottenham ,tottenham-hotspur,[],#ffffff,#000066,#000066,0,545261,London,EN,England,24806.0,62850.0,Tottenham Hotspur Stadium,1691939263,"['status.code', 'status.description', 'status.type', 'homeScore.period2', 'homeScore.normaltime', 'awayScore.period2', 'awayScore.normaltime', 'time.currentPeriodStart']",False,1691939260.0,Isab,2,45,1.0,False,False,True,True,True,True,2.0,2.0,2.0,2.0,0.0,EN,England,False,-2531779200.0,Brentford,50,DK,Denmark,94249.0,Thomas Frank,thomas-frank,Brentford,BRE,False,Brentford,brentford,[],#ffffff,#ff0000,#ff0000,0,98582,London,EN,England,29716.0,17250.0,Brentford Community Stadium,11352309,EN,England,212.0,74264.0,Robert Jones,15.0,robert-jones,710.0,5.0,1,52186,Premier League 23/24,23/24,brentford-tottenham-hotspur,1691931600,100,Ended,finished,1691939260.0,11.0,4.0,True,London,29716.0,17250.0,Brentford Community Stadium,3
13,,,,,,,EN,England,-2455056000.0,Liverpool,44,DE,Germany,52829.0,Jürgen Klopp,jurgen-klopp,Liverpool,LIV,Liverpool,liverpool,[],#cc0000,#ffffff,#ffffff,0,1088376,Liverpool,EN,England,579.0,53394.0,Anfield,0,,False,,Usxb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2673648000.0,Luton Town,72,WA,Wales,787556.0,Rob Edwards,rob-edwards,Luton Town,LUT,False,Luton,luton-town,[],#ff3300,#000033,#000033,0,33878,Luton,EN,England,2178.0,10226.0,Kenilworth Road,11352310,,,,,,,,,,11,52186,Premier League 23/24,23/24,luton-town-liverpool,1699110000,0,Not started,notstarted,,,,True,Luton,2178.0,10226.0,Kenilworth Road,0
14,,,,,,,EN,England,-2051222400.0,Crystal Palace,7,EN,England,52951.0,Roy Hodgson,roy-hodgson,Crystal Palace,CRY,Crystal Palace,crystal-palace,[],#0033ff,#b90d2b,#b90d2b,0,104618,London,EN,England,10.0,25456.0,Selhurst Park,0,,False,,hsR,2,45,,False,False,,,False,,,,,,,EN,England,False,-2621894400.0,Arsenal,42,ES,Spain,794075.0,Mikel Arteta,mikel-arteta,Arsenal,ARS,False,Arsenal,arsenal,[],#cc0000,#ffffff,#ffffff,0,877066,London,EN,England,624.0,60260.0,Emirates Stadium,11352311,,,,,,,,,,21,52186,Premier League 23/24,23/24,arsenal-crystal-palace,1705158000,0,Not started,notstarted,,,,True,London,624.0,60260.0,Emirates Stadium,0
15,,,,,,,EN,England,-2240524800.0,Bournemouth,60,ES,Spain,790205.0,Andoni Iraola,andoni-iraola,Bournemouth,BOU,Bournemouth,bournemouth,[],#000000,#cc0000,#cc0000,0,67613,Bournemouth,EN,England,2990.0,11700.0,Vitality Stadium,0,,False,,rkb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2811888000.0,Manchester City,17,ES,Spain,53463.0,Pep Guardiola,pep-guardiola,Manchester City,MCI,False,Man City,manchester-city,[],#66ccff,#ffffff,#ffffff,0,1209860,Manchester,EN,England,606.0,53400.0,Etihad Stadium,11352312,,,,,,,,,,11,52186,Premier League 23/24,23/24,bournemouth-manchester-city,1699110000,0,Not started,notstarted,,,,True,Manchester,606.0,53400.0,Etihad Stadium,0
16,,,,,,,EN,England,-3313440000.0,Nottingham Forest,14,WA,Wales,786818.0,Steve Cooper,steve-cooper,Nottingham Forest,NFO,Forest,nottingham-forest,[],#cc0000,#cc0000,#cc0000,0,90475,Nottingham,EN,England,2230.0,30445.0,City Ground,0,,False,,osab,2,45,,False,False,,,False,,,,,,,EN,England,False,-2531779200.0,Brentford,50,DK,Denmark,94249.0,Thomas Frank,thomas-frank,Brentford,BRE,False,Brentford,brentford,[],#ffffff,#ff0000,#ff0000,0,98284,London,EN,England,29716.0,17250.0,Brentford Community Stadium,11352313,,,,,,,,,,21,52186,Premier League 23/24,23/24,brentford-nottingham-forest,1705158000,0,Not started,notstarted,,,,True,London,29716.0,17250.0,Brentford Community Stadium,0
17,,,,,,,EN,England,-2621894400.0,Arsenal,42,ES,Spain,794075.0,Mikel Arteta,mikel-arteta,Arsenal,ARS,Arsenal,arsenal,[],#cc0000,#ffffff,#ffffff,0,877066,London,EN,England,624.0,60260.0,Emirates Stadium,0,,False,,Ardc,2,45,,False,False,,,False,,,,,,,EN,England,False,-2431814400.0,Newcastle United,39,EN,England,19618.0,Eddie Howe,eddie-howe,Newcastle United,NEW,False,Newcastle,newcastle-united,[],#000000,#ffffff,#ffffff,0,263008,Newcastle upon Tyne,EN,England,765.0,52409.0,St James' Park,11352314,,,,,,,,,,11,52186,Premier League 23/24,23/24,arsenal-newcastle-united,1699110000,0,Not started,notstarted,,,,True,Newcastle upon Tyne,765.0,52409.0,St James' Park,0
18,,,,,,,EN,England,-2933712000.0,Wolverhampton,3,EN,England,798899.0,Gary O'Neil,gary-oneil,Wolverhampton,WOL,Wolves,wolverhampton,[],#ff9900,#000000,#000000,0,122286,Wolverhampton,EN,England,1272.0,32050.0,Molineux Stadium,0,,False,,dsF,2,45,,False,False,,,False,,,,,,,EN,England,False,-2159827200.0,Brighton & Hove Albion,30,IT,Italy,595814.0,Roberto De Zerbi,roberto-de-zerbi,Brighton & Hove Albion,BRI,False,Brighton,brighton-and-hove-albion,[],#0054a6,#ffffff,#ffffff,0,161203,Falmer,EN,England,2443.0,31810.0,American Express Community's Stadium,11352315,,,,,,,,,,21,52186,Premier League 23/24,23/24,brighton-and-hove-albion-wolverhampton,1705158000,0,Not started,notstarted,,,,True,Falmer,2443.0,31810.0,American Express Community's Stadium,0
19,40096.0,1.0,1.0,1.0,1.0,0.0,EN,England,-2455056000.0,Liverpool,44,DE,Germany,52829.0,Jürgen Klopp,jurgen-klopp,Liverpool,LIV,Liverpool,liverpool,[],#cc0000,#ffffff,#ffffff,0,1088376,Liverpool,EN,England,579.0,53394.0,Anfield,1691947768,"['status.code', 'status.description', 'status.type']",False,1691944757.0,NsU,2,45,1.0,False,False,True,True,True,True,1.0,1.0,1.0,1.0,0.0,EN,England,False,-2045347200.0,Chelsea,38,AR,Argentina,3377.0,Mauricio Pochettino,mauricio-pochettino,Chelsea,CHE,False,Chelsea,chelsea,[],#0310a7,#ffffff,#ffffff,0,904908,London,EN,England,799.0,41837.0,Stamford Bridge,11352316,EN,England,466.0,69853.0,Anthony Taylor,47.0,taylor-anthony,1801.0,34.0,1,52186,Premier League 23/24,23/24,liverpool-chelsea,1691940600,100,Ended,finished,1691944757.0,6.0,5.0,True,London,799.0,41837.0,Stamford Bridge,3
20,,,,,,,EN,England,-3024345600.0,Aston Villa,40,ES,Spain,53062.0,Unai Emery,unai-emery,Aston Villa,AVL,Aston Villa,aston-villa,[],#670e36,#94bee5,#94bee5,0,174451,Birmingham,EN,England,815.0,42682.0,Villa Park,0,,False,,osP,2,45,,False,False,,,False,,,,,,,EN,England,False,-3313440000.0,Nottingham Forest,14,WA,Wales,786818.0,Steve Cooper,steve-cooper,Nottingham Forest,NFO,False,Forest,nottingham-forest,[],#cc0000,#cc0000,#cc0000,0,91000,Nottingham,EN,England,2230.0,30445.0,City Ground,11352317,,,,,,,,,,11,52186,Premier League 23/24,23/24,aston-villa-nottingham-forest,1699110000,0,Not started,notstarted,,,,True,Nottingham,2230.0,30445.0,City Ground,0
21,,,,,,,EN,England,-2673648000.0,Luton Town,72,WA,Wales,787556.0,Rob Edwards,rob-edwards,Luton Town,LUT,Luton,luton-town,[],#ff3300,#000033,#000033,0,33878,Luton,EN,England,2178.0,10226.0,Kenilworth Road,0,,False,,gsxb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2776982400.0,Burnley,6,BE,Belgium,792129.0,Vincent Kompany,vincent-kompany,Burnley,BUR,False,Burnley,burnley,[],#81204c,#8fd2f4,#8fd2f4,0,78976,Burnley,EN,England,806.0,21944.0,Turf Moor,11352318,,,,,,,,,,21,52186,Premier League 23/24,23/24,luton-town-burnley,1705158000,0,Not started,notstarted,,,,True,Burnley,806.0,21944.0,Turf Moor,0
22,,,,,,,EN,England,-2051222400.0,Crystal Palace,7,EN,England,52951.0,Roy Hodgson,roy-hodgson,Crystal Palace,CRY,Crystal Palace,crystal-palace,[],#0033ff,#b90d2b,#b90d2b,0,104637,London,EN,England,10.0,25456.0,Selhurst Park,0,,False,,hkb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2240524800.0,Bournemouth,60,ES,Spain,790205.0,Andoni Iraola,andoni-iraola,Bournemouth,BOU,False,Bournemouth,bournemouth,[],#000000,#cc0000,#cc0000,0,67569,Bournemouth,EN,England,2990.0,11700.0,Vitality Stadium,11352319,,,,,,,,,,31,52186,Premier League 23/24,23/24,bournemouth-crystal-palace,1712083500,0,Not started,notstarted,,,,True,Bournemouth,2990.0,11700.0,Vitality Stadium,0
23,,,,,,,EN,England,-2933712000.0,Wolverhampton,3,EN,England,798899.0,Gary O'Neil,gary-oneil,Wolverhampton,WOL,Wolves,wolverhampton,[],#ff9900,#000000,#000000,0,122235,Wolverhampton,EN,England,1272.0,32050.0,Molineux Stadium,0,,False,,dsp,2,45,,False,False,,,False,,,,,,,EN,England,False,-2549145600.0,Sheffield United,15,EN,England,786621.0,Paul Heckingbottom,paul-heckingbottom,Sheffield United,SHU,False,Sheffield Utd,sheffield-united,[],#ffffff,#ff0000,#ff0000,0,54373,Sheffield,EN,England,598.0,32702.0,Bramall Lane,11352320,,,,,,,,,,11,52186,Premier League 23/24,23/24,sheffield-united-wolverhampton,1699110000,0,Not started,notstarted,,,,True,Sheffield,598.0,32702.0,Bramall Lane,0
24,,,,,,,EN,England,-2841091200.0,Fulham,43,PT,Portugal,205808.0,Marco Silva,marco-silva,Fulham,FUL,Fulham,fulham,[],#ffffff,#000000,#000000,0,113407,London,EN,England,611.0,25700.0,Craven Cottage,0,,False,,NsT,2,45,,False,False,,,False,,,,,,,EN,England,False,-2045347200.0,Chelsea,38,AR,Argentina,3377.0,Mauricio Pochettino,mauricio-pochettino,Chelsea,CHE,False,Chelsea,chelsea,[],#0310a7,#ffffff,#ffffff,0,904908,London,EN,England,799.0,41837.0,Stamford Bridge,11352321,,,,,,,,,,21,52186,Premier League 23/24,23/24,fulham-chelsea,1705158000,0,Not started,notstarted,,,,True,London,799.0,41837.0,Stamford Bridge,0
25,,,,,,,EN,England,-2673648000.0,Luton Town,72,WA,Wales,787556.0,Rob Edwards,rob-edwards,Luton Town,LUT,Luton,luton-town,[],#ff3300,#000033,#000033,0,32648,Luton,EN,England,2178.0,10226.0,Kenilworth Road,0,,False,,Rsxb,2,45,,False,False,,,False,,,,,,,EN,England,False,-2621894400.0,Arsenal,42,ES,Spain,794075.0,Mikel Arteta,mikel-arteta,Arsenal,ARS,False,Arsenal,arsenal,[],#cc0000,#ffffff,#ffffff,0,877066,London,EN,England,624.0,60260.0,Emirates Stadium,11352322,,,,,,,,,,31,52186,Premier League 23/24,23/24,luton-town-arsenal,1712083500,0,Not started,notstarted,,,,True,London,624.0,60260.0,Emirates Stadium,0
